model_name,display_name,model_family,model_type,precision,compiled,compile_mode,gpu_name,gpu_mem_gb,batch_size,throughput_mean,pixels_per_sec,latency_mean_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,params_M,macs_G,peak_memory_mb,tf32_enabled,input_channels,input_size,pytorch_version,cuda_version,timestamp
mobilenetv3_small_100,MobileNetV3-S,MobileNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,34594.61,566798105,14.800,14.796,14.813,14.845,1.53,0.05,888.9,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:40:46
mobilenetv3_large_100,MobileNetV3-L,MobileNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,13491.32,221041838,37.950,37.947,37.975,37.991,4.22,0.15,1771.5,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:41:20
regnety_004,RegNetY-400MF,RegNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,10169.68,166619957,50.346,50.340,50.478,50.529,3.91,0.28,1501.8,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:41:55
regnety_040,RegNetY-4GF,RegNet,cnn,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,839.28,13750686,610.050,610.690,611.073,611.329,19.57,2.62,2908.4,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:42:43
vit_tiny_patch16_224,ViT-Ti/16,ViT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,9654.34,158176691,53.033,53.039,53.237,53.381,5.94,0.77,744.5,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:43:17
vit_small_patch16_224,ViT-S/16,ViT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,3591.93,58850226,142.542,142.648,143.005,143.156,22.50,2.91,1117.8,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:43:54
vit_base_patch16_224,ViT-B/16,ViT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1083.65,17754536,472.477,472.459,473.457,473.502,87.47,11.34,1991.7,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:44:40
vit_large_patch16_224,ViT-L/16,ViT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,325.02,5325101,1575.296,1575.336,1578.068,1578.589,305.54,39.66,3271.2,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:45:52
deit3_small_patch16_224,DeiT3-S/16,DeiT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,3524.60,57747092,145.265,145.172,145.912,146.109,22.51,2.91,1117.8,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:46:30
deit3_base_patch16_224,DeiT3-B/16,DeiT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1069.57,17523795,478.698,478.726,479.590,479.684,87.49,11.34,1991.8,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:47:15
swin_tiny_patch4_window7_224,Swin-T,Swin,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1783.76,29225068,287.035,286.907,288.222,289.062,27.54,4.11,3426.5,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:47:55
swin_small_patch4_window7_224,Swin-S,Swin,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,936.38,15341697,546.785,546.672,548.311,548.730,48.85,8.87,3512.2,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:48:40
swin_base_patch4_window7_224,Swin-B,Swin,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,606.66,9939443,843.972,843.441,846.347,847.072,86.76,15.61,4630.5,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:49:34
swin_large_patch4_window7_224,Swin-L,Swin,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,309.60,5072495,1653.744,1653.191,1658.034,1658.605,195.03,34.73,6999.2,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:50:46
beit_base_patch16_224,BEiT-B/16,BEiT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,1067.21,17485203,479.755,479.807,480.679,480.951,87.47,11.50,1889.4,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:51:31
beit_large_patch16_224,BEiT-L/16,BEiT,vit,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,320.89,5257400,1595.581,1595.784,1598.767,1598.768,305.58,40.08,3136.0,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:52:45
coatnet_0_224,CoAtNet-0,CoAtNet,hybrid,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,2329.75,38170659,219.766,219.614,220.843,221.659,24.24,2.94,10912.9,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:53:24
coatnet_2_224,CoAtNet-2,CoAtNet,hybrid,fp32,False,none,Tesla V100-SXM2-32GB,34.1,512,861.21,14109994,594.515,594.418,596.464,596.937,73.56,10.57,14938.4,False,12,128,2.10.0+cu128,12.8,2026-04-30T00:54:11
